step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
351.0,cash_out,279153.51,c915370899,0.0,0.0,c760857818,643622.65,922776.16,0.0
259.0,cash_in,60609.99,c2089244493,2907876.74,2968486.73,c277506714,823473.0,762863.01,0.0
9.0,transfer,650086.87,c787214671,0.0,0.0,c1320515149,5415258.58,206184.72,0.0
255.0,cash_out,175528.16,c2057591437,14914.5,0.0,c1289744663,4111401.06,4286929.21,0.0
274.0,payment,2033.05,c966739237,79231.4,77198.35,m176618763,0.0,0.0,0.0
258.0,payment,3150.93,c583447989,11255.0,8104.07,m265747119,0.0,0.0,0.0
209.0,cash_out,294324.07,c1441218266,85721.0,0.0,c1298776088,760702.21,1055026.28,0.0
684.0,payment,13017.31,c2004264947,201.0,0.0,m495231515,0.0,0.0,0.0
396.0,cash_out,58012.43,c1792953841,543.0,0.0,c328515031,128753.815,58012.43,0.0
228.0,cash_out,13313.19,c1819001375,0.0,0.0,c1175021637,1327877.98,1341191.17,0.0
688.0,transfer,975128.35,c2141689622,40043.0,0.0,c558284957,0.0,975128.35,0.0
255.0,payment,4340.58,c417463411,0.0,0.0,m289418680,0.0,0.0,0.0
229.0,payment,22816.69,c1027697171,60190.0,37373.31,m1693822169,0.0,0.0,0.0
275.0,cash_out,174903.69,c311490205,0.0,0.0,c1273534155,933118.62,1108022.31,0.0
15.0,cash_out,189314.27,c1404603099,31176.0,0.0,c401486812,0.0,189314.27,0.0
164.0,transfer,781005.5,c846246710,120.0,0.0,c1209641062,2316556.73,3115848.88,0.0
17.0,cash_in,180731.94,c2061522602,15997.0,196728.94,c1126602797,748731.52,567999.58,0.0
186.0,cash_out,176248.92,c1641552937,30861.0,0.0,c1814430506,0.0,176248.92,0.0
374.0,transfer,71321.55,c1164353035,277738.71,135628.66,c4arr$,4310616.89,4452726.94,0.0
598.0,payment,8560.37,c4arr$,206232.0,197671.63,m2048090572,0.0,0.0,0.0
17.0,payment,10055.25,c4arr$,8068.0,0.0,m1010377756,0.0,0.0,0.0
302.0,payment,10063.64,c4arr$,0.0,0.0,m1031309859,0.0,0.0,0.0
183.0,cash_out,101514.8,c413050162,0.0,0.0,c514412771,3690740.19,3792254.99,0.0
299.0,cash_out,18080.07,c660279431,20697.0,2616.93,c128463124,198747.9,216827.96,0.0
403.0,cash_out,302242.44,c1165150302,111533.0,0.0,c800891387,0.0,302242.44,0.0
250.0,payment,3710.36,c1115308202,37277.0,33566.64,m833787712,0.0,0.0,0.0
139.0,payment,23299.06,c1077663387,10589.0,0.0,m1900797502,0.0,0.0,0.0
250.0,cash_out,171758.24,c702557968,0.0,0.0,c738708531,589658.95,761417.2,0.0
211.0,payment,1484.12,c571754077,596.0,0.0,m556053733,0.0,0.0,0.0
355.0,payment,30121.19,c1095780627,0.0,0.0,m815418512,0.0,0.0,0.0
157.0,cash_in,52319.39,c2102182424,1451200.72,1503520.11,c1677310992,191972.5,139653.11,0.0
234.0,cash_out,154427.59,c505963896,99159.0,0.0,c210923181,397092.36,551519.96,0.0
323.0,payment,26006.77,c1811655277,0.0,0.0,m1888368580,0.0,0.0,0.0
404.0,payment,13558.21,c648091633,213507.26,199949.05,m825565336,0.0,0.0,0.0
257.0,transfer,620420.26,c2030870459,30604.58,0.0,c1403510116,1589023.64,206184.72,0.0
256.0,cash_out,151458.42,c904463786,0.0,0.0,c1921397355,1879447.08,2030905.5,0.0
380.0,cash_in,102260.53,c2113051187,13058.4,115318.93,c1506437588,1221320.64,1119060.11,0.0
235.0,cash_in,39099.85,c2121690898,6813933.26,6853033.11,c2024088449,8975455.25,8936355.4,0.0
370.0,debit,8606.38,c767696745,11636.0,3029.62,c26037713,36000.98,44607.36,0.0
203.0,cash_in,2433.94,c742170047,7190732.59,7193166.53,c4arr$,995063.89,992629.95,0.0
250.0,payment,22902.61,c1006757064,0.0,0.0,m1617046795,0.0,0.0,0.0
402.0,cash_in,85235.96,c184290289,2535454.21,2620690.17,c32845309,181694.95,96458.99,0.0
46.0,payment,4657.96,c205799685,331236.16,326578.2,m530497859,0.0,0.0,0.0
308.0,payment,21692.27,c901324426,48215.0,26522.73,m784740678,0.0,0.0,0.0
240.0,payment,10211.65,c145324590,272500.0,262288.35,m1905416046,0.0,0.0,0.0
43.0,cash_out,473648.14,c1839611983,14914.5,0.0,c594599017,12206534.89,206184.72,0.0
280.0,transfer,1001307.65,c237666250,0.0,0.0,c1733637905,1600369.59,2214095.43,0.0
192.0,payment,4154.93,c4arr$,20331.0,16176.07,m208582621,0.0,206184.72,0.0
250.0,cash_in,44162.11,c4arr$,3398376.52,3442538.63,c1768370638,5770492.38,5726330.27,0.0
373.0,payment,6715.71,c1524490933,193338.96,186623.25,m1204123505,0.0,0.0,0.0
332.0,payment,18568.67,c472920871,0.0,0.0,m694747690,0.0,0.0,0.0
19.0,transfer,71321.55,c43074841,0.0,0.0,c1106734744,128753.815,1632055.33,0.0
402.0,cash_in,66765.46,c551028653,9728379.09,9795144.55,c2029457871,533716.83,466951.37,0.0
8.0,cash_out,372571.39,c1067840570,0.0,0.0,c1354725727,4153328.96,4529886.44,0.0
130.0,cash_out,591433.13,c505698389,294168.0,0.0,c1407697981,162771.03,754204.16,0.0
250.0,cash_in,443875.11,c816563233,54839.0,498714.11,c4arr$,37745.03,0.0,0.0
351.0,transfer,486460.18,c772946412,1355.0,0.0,c4arr$,2390952.49,2877412.67,0.0
11.0,cash_out,364761.93,c2074886961,20982.0,0.0,c1709410580,0.0,364761.93,0.0
401.0,cash_out,112568.93,c1515787466,132948.0,20379.07,c1531974265,182213.01,294781.94,0.0
353.0,cash_in,96011.84,c422322676,92990.88,189002.72,c4arr$,900440.31,804428.47,0.0
140.0,cash_out,138744.58,c954476694,13217.0,0.0,c1327446090,0.0,138744.58,0.0
305.0,transfer,10000000.0,c1369639334,10214.0,0.0,c769345268,0.0,19126665.32,0.0
548.0,cash_out,90094.2,c128613051,416.0,0.0,c1818081764,131933.46,206184.72,0.0
250.0,payment,113097.86,c904292196,0.0,0.0,m1393047524,0.0,0.0,0.0
522.0,cash_out,96102.84,c190089529,16803.0,0.0,c1209524407,3697534.0,3793636.84,0.0
228.0,payment,55732.86,c1824349912,46348.0,0.0,m641863984,0.0,0.0,0.0
162.0,cash_out,341756.32,c858580771,11187.0,0.0,c2082117656,0.0,341756.32,0.0
144.0,payment,22780.69,c813995243,10397.0,0.0,m2035986142,0.0,0.0,0.0
134.0,payment,222846.8,c1372059860,249278.0,26431.2,c2040114735,0.0,222846.8,0.0
304.0,cash_in,293064.97,c922245617,1306061.11,1599126.08,c4arr$,394248.78,101183.82,0.0
141.0,cash_out,278566.09,c448442551,231564.88,0.0,c1183170457,1967603.91,2246170.01,0.0
16.0,payment,3265.19,c1794635139,50388.96,47123.77,m1118508034,0.0,0.0,0.0
186.0,cash_out,178318.86,c1400539813,0.0,0.0,c425298744,5280108.24,5619262.04,0.0
565.0,cash_out,275029.49,c832577779,14914.5,0.0,c676190561,0.0,275029.49,0.0
329.0,cash_out,133517.07,c1499169015,0.0,0.0,c967381282,138176.92,271693.99,0.0
334.0,cash_out,129513.01,c187897809,0.0,0.0,c4arr$,1642485.75,1771998.76,0.0
259.0,cash_in,12404.38,c410812376,11919170.17,11931574.55,c1956001257,2679440.94,2667036.56,0.0
163.0,payment,1147.57,c4arr$,0.0,0.0,m2043358026,0.0,0.0,0.0
250.0,cash_in,248536.29,c80123620,4325856.17,4574392.46,c639083123,456481.17,207944.89,0.0
236.0,cash_out,36310.47,c1088843683,1082.0,0.0,c1301418576,1568836.06,1605146.53,0.0
371.0,payment,159140.35,c4arr$,753.0,0.0,c1180668809,842926.77,1002067.11,0.0
203.0,cash_in,71321.55,c771748061,9323.0,82878.68,c808245814,0.0,0.0,0.0
357.0,cash_out,78017.41,c1782087485,0.0,0.0,c1421297118,258112.83,336130.24,0.0
260.0,cash_out,309706.88,c379721055,0.0,0.0,c197399765,3975432.85,4285139.73,0.0
282.0,cash_out,90790.42,c4arr$,181.0,0.0,c1204618395,1081784.43,1172574.85,0.0
396.0,cash_in,29853.3,c1643427787,11885316.51,11915169.81,c4arr$,339936.63,310083.32,0.0
154.0,cash_out,55861.33,c337966211,50284.0,0.0,c388819351,0.0,55861.33,0.0
469.0,payment,6678.05,c1184437720,0.0,0.0,m73338276,0.0,0.0,0.0
140.0,cash_in,191471.53,c1256126648,272988.51,464460.04,c738268909,1221113.07,1029641.54,0.0
307.0,cash_in,35256.77,c203431533,7050358.85,7085615.62,c119852025,273206.41,237949.64,0.0
302.0,payment,214821.24,c1529708557,1480.66,0.0,c2002572237,519853.79,734675.03,0.0
212.0,payment,9631.79,c120763071,7440.0,0.0,m1091058342,0.0,0.0,0.0
355.0,cash_in,14185.16,c458161794,10197.0,24382.16,c792922108,128753.815,3309628.9,0.0
184.0,payment,395041.72,c557423330,81504.0,0.0,c1385539304,143382.96,206184.72,0.0
399.0,payment,149016.15,c501198822,10264.0,159280.15,c1523653413,5080341.44,4931325.29,0.0
394.0,payment,22340.99,c652583598,106.0,0.0,m964174452,0.0,0.0,0.0
280.0,transfer,443296.81,c460947863,0.0,0.0,c765555781,1066715.2,1510012.01,0.0
372.0,cash_in,84190.75,c959635010,5842846.41,0.0,c4arr$,86760.89,2570.14,0.0
284.0,cash_in,102538.71,c4arr$,29911.0,132449.71,c1628938459,36356.39,0.0,0.0
40.0,payment,267216.98,c4arr$,520563.0,253346.02,c1645953170,0.0,267216.98,0.0
250.0,payment,71321.55,c1967749600,203183.0,198043.67,m1215267762,0.0,0.0,0.0
227.0,transfer,475626.87,c1361949562,0.0,0.0,c2114612456,1165710.03,1641336.9,0.0
20.0,transfer,104967.28,c941990649,73.0,0.0,c833704601,204165.09,309132.37,0.0
178.0,cash_out,71321.55,c68416838,0.0,0.0,c761051277,2253174.65,2460649.92,0.0
357.0,cash_out,51942.66,c1866553495,0.0,0.0,c1085562026,1162988.51,1214931.17,0.0
205.0,cash_out,102920.39,c414983599,0.0,0.0,c1281727191,2181283.94,2284204.34,0.0
275.0,payment,1103.88,c322193814,0.0,0.0,m858619734,0.0,0.0,0.0
210.0,payment,2997.67,c4arr$,1127.83,0.0,m263872426,0.0,0.0,0.0
40.0,cash_in,93081.57,c1467756384,4016859.85,4109941.42,c644009442,641218.8,548137.23,0.0
230.0,cash_out,418303.9,c1312779101,0.0,0.0,c549582084,6223374.97,7162432.57,0.0
277.0,cash_out,416188.41,c124081797,0.0,0.0,c2061577270,502523.75,918712.16,0.0
260.0,cash_out,48503.1,c1297920198,1346.0,0.0,c905241696,6143841.74,6192344.84,0.0
323.0,cash_out,116891.21,c2005484372,396140.0,279248.79,c74444237,1023703.31,1140594.52,0.0
155.0,payment,13828.25,c107948608,0.0,0.0,m1844032583,0.0,0.0,0.0
204.0,cash_in,205694.47,c133864510,1536988.15,1742682.62,c1827987647,208816.76,206184.72,0.0
186.0,cash_out,347469.33,c1847309950,11658.0,0.0,c293758448,5078460.62,5425929.95,0.0
251.0,payment,38876.59,c1639119748,2840.0,0.0,c4arr$,0.0,0.0,0.0
154.0,payment,23624.76,c1958670735,14914.5,0.0,m1655580577,0.0,206184.72,0.0
278.0,cash_in,8654.51,c1327914875,25983.0,34637.51,c4arr$,643864.35,635209.84,0.0
307.0,cash_out,52216.36,c1885682245,32454.0,0.0,c475827581,971422.23,1023638.59,0.0
186.0,payment,23910.91,c1690433811,102852.0,78941.09,m1887780411,0.0,0.0,0.0
329.0,payment,127677.71,c1294270608,0.0,0.0,c1517595726,764178.57,891856.28,0.0
213.0,cash_out,2349.13,c1938134404,49932.0,47582.87,c4arr$,0.0,2349.13,0.0
12.0,payment,24803.65,c390909286,459850.65,435047.0,m432671270,0.0,0.0,0.0
9.0,cash_out,359570.73,c196799432,34824.0,0.0,c114720259,128753.815,359570.73,0.0
11.0,cash_out,72053.23,c155316689,0.0,0.0,c1420934487,128753.815,330730.01,0.0
19.0,cash_out,174661.06,c592287546,4991.0,0.0,c1141636341,937483.61,1157781.31,0.0
180.0,cash_out,436429.51,c808931841,0.0,0.0,c476688238,867162.48,1303592.0,0.0
185.0,cash_out,160888.79,c384611284,0.0,0.0,c1569529610,384147.94,545036.73,0.0
332.0,payment,17721.45,c683185992,11002.0,0.0,m1021485244,0.0,0.0,0.0
20.0,cash_out,75614.38,c1400364032,0.0,0.0,c134229239,524053.03,599667.41,0.0
311.0,cash_out,212407.16,c849967330,0.0,0.0,c860092350,624577.42,836984.58,0.0
139.0,transfer,82383.15,c199134850,0.0,0.0,c173418413,1818778.17,1901161.32,0.0
204.0,payment,2298.71,c307497965,788193.0,785894.29,m506750694,0.0,0.0,0.0
158.0,transfer,1120953.49,c924345371,0.0,0.0,c676423415,1124784.61,2245738.1,0.0
372.0,payment,20931.04,c4arr$,223991.42,203060.38,m1024789661,0.0,206184.72,0.0
348.0,transfer,1937094.76,c1528717029,22060.0,0.0,c267002697,0.0,1937094.76,0.0
15.0,payment,71321.55,c84348353,510803.27,460346.96,m264635576,0.0,0.0,0.0
304.0,payment,8444.57,c1460825338,0.0,0.0,c4arr$,0.0,0.0,0.0
37.0,payment,1150.57,c232839982,0.0,0.0,m1477310176,0.0,0.0,0.0
283.0,payment,12242.66,c2058065575,191.0,0.0,m408307636,0.0,0.0,0.0
308.0,payment,17975.8,c2073020320,16973.0,0.0,m219550919,0.0,0.0,0.0
20.0,cash_out,14544.33,c1160694309,290247.0,275702.67,c1803923849,16702.42,31246.76,0.0
189.0,payment,2402.35,c805927859,98105.52,95703.17,m81122769,0.0,0.0,0.0
142.0,cash_in,80462.97,c399657371,2791642.95,2872105.92,c17597190,703684.49,623221.52,0.0
43.0,payment,7327.3,c1904549927,0.0,0.0,m362242919,0.0,0.0,0.0
253.0,payment,55408.68,c732014983,748.0,0.0,m1873300293,0.0,0.0,0.0
21.0,payment,8729.24,c13705672,5152.0,0.0,m809569088,0.0,0.0,0.0
18.0,transfer,956603.95,c1755909353,0.0,0.0,c4arr$,1161357.35,2117961.3,0.0
375.0,payment,9813.7,c698227675,0.0,0.0,c4arr$,0.0,0.0,0.0
180.0,cash_in,178282.99,c1618777957,5454506.83,5632789.81,c471120739,2494065.9,2315782.91,0.0
207.0,payment,10109.5,c1034228418,0.0,0.0,m1384827672,0.0,0.0,0.0
185.0,payment,29675.76,c1698669450,816.0,0.0,m1547542377,0.0,0.0,0.0
322.0,cash_out,164286.61,c134288044,41412.0,0.0,c1151860992,511737.31,206184.72,0.0
209.0,cash_out,14028.46,c565075535,136799.0,122770.54,c888332270,189734.17,203762.63,0.0
250.0,cash_out,265335.13,c1919476529,113182.93,0.0,c662472808,616405.52,881740.65,0.0
377.0,payment,3109.25,c1832090889,0.0,0.0,m364212280,0.0,206184.72,0.0
250.0,payment,14377.69,c1510089940,0.0,0.0,m1287827675,0.0,0.0,0.0
20.0,cash_out,137047.9,c4arr$,3084.0,0.0,c878869549,158290.54,71921.39,0.0
259.0,cash_out,96473.39,c1668320034,31145.0,0.0,c1490670618,567048.0,663521.39,0.0
22.0,cash_in,373658.02,c1061727167,7202281.42,7575939.44,c2014622019,1169173.69,795515.67,0.0
136.0,payment,25430.13,c745968022,0.0,0.0,m83525835,0.0,0.0,0.0
564.0,cash_in,514281.27,c2045162061,3875127.35,4389408.62,c1293904671,1093602.55,579321.28,0.0
250.0,payment,24412.5,c709443053,21959.0,0.0,m781235019,0.0,0.0,0.0
204.0,cash_out,160656.72,c4arr$,2140.0,0.0,c19521310,441170.0,975843.8,0.0
378.0,cash_in,93971.77,c1554912058,14914.5,94416.77,c4arr$,1145002.38,1051030.62,0.0
321.0,cash_out,592828.72,c581837122,0.0,0.0,c1085257354,1146099.57,1738928.29,0.0
137.0,cash_out,4259.15,c1125724920,102532.0,0.0,c1432077169,0.0,4259.15,0.0
161.0,cash_out,10045.01,c1120104511,8000.0,0.0,c1154126651,32755.14,42800.15,0.0
299.0,cash_in,59677.97,c2021318203,5006845.44,5066523.41,c1484353133,529276.81,469598.84,0.0
260.0,cash_out,79684.52,c1155184962,195.0,0.0,c2054243495,178036.17,312877.33,0.0
250.0,cash_out,201939.8,c151961256,0.0,0.0,c1204857258,1169704.29,1371644.09,0.0
119.0,cash_out,280338.16,c1621634727,43532.0,0.0,c4arr$,0.0,280338.16,0.0
374.0,payment,9677.9,c2121233744,282.0,0.0,m1532146513,0.0,0.0,0.0
16.0,transfer,142281.09,c1895949794,0.0,0.0,c391910864,380551.61,522832.7,0.0
277.0,cash_out,102304.06,c154648186,127.0,0.0,c1291923029,0.0,102304.06,0.0
250.0,transfer,217394.61,c1904023477,48300.91,0.0,c4arr$,592263.12,809657.73,0.0
131.0,cash_in,159723.66,c198249445,1699724.69,1859448.35,c1565244824,309905.15,150181.49,0.0
297.0,cash_out,450954.73,c849164307,0.0,0.0,c139361458,128753.815,1089088.08,0.0
38.0,cash_in,71321.55,c1464984649,102381.0,618054.04,c1994837109,0.0,0.0,0.0
250.0,cash_out,155299.37,c918950607,312025.0,156725.63,c1445309015,0.0,155299.37,0.0
207.0,payment,626.17,c1928598087,174757.0,174130.83,m1846231316,0.0,0.0,0.0
211.0,cash_out,71321.55,c4arr$,11304.0,0.0,c978799209,521493.11,646482.43,0.0
204.0,payment,11242.13,c1179614944,0.0,0.0,m287618791,0.0,0.0,0.0
375.0,payment,20359.51,c2107813931,42143.0,21783.49,m1667767140,0.0,0.0,0.0
12.0,payment,25311.3,c1760205228,0.0,0.0,m1559198862,0.0,0.0,0.0
254.0,cash_out,66959.03,c316130367,52220.0,0.0,c1994329160,2182672.99,2638994.06,0.0
20.0,cash_out,78613.7,c2131403912,3143.0,0.0,c4arr$,0.0,78613.7,0.0
187.0,payment,2043.1,c894557108,0.0,0.0,c4arr$,0.0,0.0,0.0
39.0,cash_in,109356.66,c1131789905,4119179.07,4228535.72,c2092034741,1523009.97,1413653.31,0.0
330.0,cash_in,46025.69,c1867093394,32857.0,78882.69,c191808857,896158.48,850132.79,0.0
305.0,cash_out,71321.55,c1912735190,0.0,0.0,c149067269,177373.43,329504.49,0.0
331.0,cash_out,106434.15,c1697579566,0.0,0.0,c1252259561,292542.04,398976.18,0.0
134.0,payment,13496.09,c352541976,10833.0,0.0,m422021680,0.0,0.0,0.0
204.0,transfer,110038.85,c424275159,0.0,0.0,c293546112,423190.7,533229.55,0.0
369.0,cash_in,257036.67,c1311821969,3353244.93,3610281.6,c296766660,409537.73,152501.07,0.0
158.0,cash_out,210725.38,c40578544,186773.13,0.0,c379197729,403325.71,614051.09,0.0
275.0,payment,9229.99,c307771312,198.0,0.0,m1659127325,0.0,0.0,0.0
12.0,cash_out,568403.76,c1229836896,0.0,0.0,c1039302738,1258002.06,1693618.64,0.0
306.0,payment,26058.07,c309509509,12417.0,0.0,m222356349,0.0,206184.72,0.0
399.0,cash_in,186557.06,c1965290662,9918.0,196475.06,c1225933323,2712804.09,2526247.03,0.0
139.0,cash_out,101621.1,c383774541,0.0,0.0,c630912115,1899627.54,2001248.64,0.0
280.0,cash_out,457559.64,c1868644124,0.0,0.0,c1534333217,1057412.83,1514972.47,0.0
158.0,payment,11057.87,c4arr$,0.0,0.0,m167861035,0.0,0.0,0.0
357.0,cash_out,131693.65,c1479030721,21934.0,0.0,c1280755198,2215779.5,2347473.15,0.0
378.0,cash_out,278653.2,c988229820,74083.0,0.0,c700383932,1114059.04,1392712.24,0.0
250.0,cash_out,345524.35,c1381999440,0.0,0.0,c160783964,551015.77,896540.12,0.0
210.0,cash_out,103751.48,c127629733,14914.5,0.0,c1156477301,0.0,206184.72,0.0
262.0,payment,2760.22,c1383858464,25871.0,23110.78,m1097953125,0.0,0.0,0.0
399.0,payment,5854.6,c4arr$,19163.0,13308.4,m691736902,0.0,0.0,0.0
406.0,payment,21395.33,c2109574276,1316.89,0.0,m1740175373,0.0,0.0,0.0
306.0,transfer,317300.57,c1376818583,6079.0,0.0,c605869305,0.0,317300.57,0.0
278.0,payment,2439.0,c567675667,25204.0,22765.0,m1985837659,0.0,0.0,0.0
141.0,cash_in,267649.74,c2053798050,11101.0,278750.74,c2070535347,100347.0,0.0,0.0
184.0,transfer,1104415.08,c1162418819,91358.95,0.0,c71342322,1487930.4,2592345.49,0.0
155.0,cash_out,136650.98,c907681329,0.0,0.0,c1999433824,550919.4,687570.38,0.0
227.0,cash_out,39157.34,c1004780193,30922.0,0.0,c1831969003,6658.42,45815.77,0.0
298.0,cash_out,37773.03,c1446862826,0.0,0.0,c2128714084,128753.815,168372.55,0.0
129.0,cash_out,13567.51,c1842643998,0.0,0.0,c1787458705,2576594.09,2258089.34,0.0
307.0,cash_out,174988.83,c13092926,0.0,0.0,c1429571799,1127529.02,1302517.86,0.0
227.0,payment,45928.13,c1799414643,13204.0,0.0,m632071259,0.0,0.0,0.0
251.0,cash_in,251594.39,c805374937,67617.0,319211.39,c606403313,128753.815,0.0,0.0
208.0,cash_out,115485.48,c346012733,4158.0,0.0,c4arr$,0.0,115485.48,0.0
250.0,payment,1470.95,c251317515,0.0,0.0,m1143597979,0.0,206184.72,0.0
133.0,payment,16694.03,c152788696,215605.38,198911.35,m1382406470,0.0,0.0,0.0
323.0,cash_out,567958.44,c2039678942,9958.0,0.0,c797822800,98645.85,666604.29,0.0
36.0,cash_in,130356.88,c2045163666,99193.0,229549.88,c1592145966,0.0,0.0,0.0
403.0,cash_out,71321.55,c1634069378,5589.0,0.0,c2080803373,1296205.69,1372664.64,0.0
16.0,cash_out,61417.01,c758139289,0.0,0.0,c221632586,2317634.97,2162164.75,0.0
180.0,cash_in,114175.97,c253245084,42943.0,157118.97,c4arr$,575791.1,461615.13,0.0
346.0,cash_in,231041.12,c601979893,15681.0,246722.12,c650409634,0.0,0.0,0.0
330.0,payment,44117.52,c522325146,0.0,0.0,m1247292005,0.0,0.0,0.0
329.0,payment,19506.98,c1276402028,0.0,0.0,m26015116,0.0,0.0,0.0
301.0,cash_out,202251.61,c1468022963,0.0,0.0,c595982198,1366975.52,1569227.12,0.0
164.0,cash_out,12338.66,c492766137,118152.0,105813.34,c1960787556,1162795.1,1175133.75,0.0
120.0,payment,5271.14,c1291045182,45025.0,39753.86,m2079343249,0.0,0.0,0.0
304.0,payment,72963.64,c1507174499,0.0,0.0,m1764709942,0.0,0.0,0.0
226.0,payment,8697.68,c1188790712,524399.51,515701.82,m404833782,0.0,0.0,0.0
19.0,cash_out,266271.27,c353499811,16361.0,0.0,c1675809149,8251509.44,8517780.71,0.0
161.0,cash_out,34742.61,c1385138371,0.0,0.0,c116099782,260293.25,295035.86,0.0
191.0,cash_out,149970.12,c1540138710,0.0,0.0,c709096935,539607.98,689578.1,0.0
282.0,cash_out,320236.62,c1569138766,0.0,0.0,c2079403505,830470.36,1150706.98,0.0
332.0,transfer,801981.65,c871901563,0.0,0.0,c1368943311,1842430.22,2644411.87,0.0
185.0,payment,4490.61,c1639199834,0.0,0.0,m1729790964,0.0,0.0,0.0
39.0,payment,10766.07,c1735955854,0.0,0.0,m748830314,0.0,206184.72,0.0
404.0,cash_out,52775.13,c1526065372,0.0,0.0,c111768711,355169.39,407944.53,0.0
403.0,payment,16236.04,c987418378,12141.0,0.0,m581820985,0.0,0.0,0.0
18.0,cash_in,59275.33,c799576570,1305.0,60580.33,c1701424275,909854.05,850578.73,0.0
281.0,cash_out,120441.62,c2086603664,0.0,0.0,c1720080718,331468.91,451910.52,0.0
182.0,cash_out,159018.39,c1120438222,0.0,0.0,c1166668451,1761829.01,1920847.4,0.0
231.0,cash_in,5255.03,c1462624601,3617856.02,3623111.05,c169583318,170775.23,165520.2,0.0
36.0,cash_out,655933.24,c153674579,14914.5,0.0,c1525711410,3904902.37,4560835.6,0.0
209.0,cash_in,297359.17,c1697596787,20263.0,317622.17,c1662643164,125754.57,0.0,0.0
598.0,cash_out,93299.81,c71577469,11128.0,0.0,c734207537,738741.52,832041.33,0.0
47.0,payment,18589.71,c455703761,72546.0,53956.29,m2012174204,0.0,0.0,0.0
185.0,transfer,847563.39,c2060616036,0.0,0.0,c641860418,1098952.04,1946515.43,0.0
637.0,cash_in,185699.28,c245951438,11268.0,196967.28,c714057372,7254.18,0.0,0.0
299.0,cash_out,208914.01,c1916145203,0.0,0.0,c4arr$,2074569.33,2283483.34,0.0
251.0,transfer,891390.64,c1569040665,18885.0,0.0,c263864555,1972114.84,2863505.48,0.0
279.0,transfer,183844.57,c264080847,6727.0,0.0,c662978621,0.0,183844.57,0.0
18.0,transfer,71321.55,c190338427,167768.57,30694.12,c544439763,1272741.21,1305910.98,0.0
359.0,cash_out,292608.61,c1016083606,0.0,0.0,c1735372405,741078.02,1033686.62,0.0
402.0,cash_in,97186.7,c2093612137,11089108.18,11186294.88,c632995581,410397.64,313210.94,0.0
119.0,payment,2312.81,c1460052181,106107.0,103794.19,m477171368,0.0,0.0,0.0
278.0,cash_out,6896.19,c757543535,0.0,0.0,c299184724,238611.25,245507.44,0.0
399.0,payment,29697.83,c832856182,0.0,0.0,m1600509393,0.0,0.0,0.0
94.0,payment,1270.78,c1680582782,203555.0,202284.22,m1959735079,0.0,0.0,0.0
38.0,cash_out,215802.03,c1984118223,0.0,0.0,c791767143,3289452.77,3505254.8,0.0
133.0,payment,33736.96,c310903019,0.0,0.0,m231250487,0.0,0.0,0.0
405.0,payment,13169.91,c206725242,0.0,0.0,m527243416,0.0,0.0,0.0
250.0,cash_out,73752.55,c263236763,0.0,0.0,c2055124573,259509.64,333262.19,0.0
156.0,cash_out,273434.16,c2049749504,0.0,0.0,c1287433675,30125072.22,30398506.38,0.0
